aryal_gene_family,aryal_product,aryal_gene,aryal_module_bin,aryal_consensus_rank_pct_mean,aryal_product_is_informative,n_current_product_matches,current_matching_families,current_candidate_sets,current_modules,any_current_model_supported,any_current_highly_pure,any_current_fox,any_current_proteomics_detected,any_current_proteomics_directional,any_current_three_layer,any_same_gf_id
GF_01253,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.7143909913001609,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01658,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.7160659602664561,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_02459,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.7613455934980631,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00401,DUF6679 family protein,,Stress / membrane / uncharacterized,0.77286196681877,False,2,GF_00083;GF_02101,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01600,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.8168915989313084,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00656,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.8387057912658834,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00377,bifunctional nuclease family protein,,Other / unassigned,0.9233236970034052,False,1,GF_00384,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00825,DUF1815 family protein,,Stress / membrane / uncharacterized,0.9465703001360664,False,1,GF_02264,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01190,DevA family ABC transporter ATP-binding protein,,Transport,0.2120225006699747,True,3,GF_00749;GF_01378;GF_01433,Highly Pure,Transport,False,True,False,False,False,False,False
GF_00366,50S ribosomal protein L34,rpmH,Housekeeping / lineage marker,0.2178470572242923,True,1,GF_01868,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_01184,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,pgsA,Other / unassigned,0.2417414860926709,True,1,GF_00917,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00140,adenosine deaminase,,Other / unassigned,0.2633644275117589,True,1,GF_00298,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_02494,cysteine desulfurase,,Regulation,0.2928784387669682,True,1,GF_00591,Highly Pure,Regulation,False,True,False,False,False,False,False
GF_01136,photosystem II reaction center protein J,,Housekeeping / lineage marker,0.3645882385176507,True,1,GF_01384,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_00588,preprotein translocase subunit SecG,secG,Other / unassigned,0.3747293685217203,True,1,GF_02090,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00182,heterocyst differentiation master regulator HetR,hetR,Regulation,0.4559888602834986,True,1,GF_01283,Highly Pure,Regulation,False,True,False,False,False,False,False
GF_00208,NAD(P)/FAD-dependent oxidoreductase,,Other / unassigned,0.4593054199690096,True,1,GF_00006,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00386,urea ABC transporter ATP-binding protein UrtD,urtD,Transport,0.4795194649783337,True,1,GF_00964,Highly Pure,Transport,False,True,False,False,False,False,False
GF_02104,photosystem I assembly protein Ycf3,,Housekeeping / lineage marker,0.5138046615615758,True,1,GF_00930,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_00801,aspartate--tRNA ligase,aspS,Housekeeping / lineage marker,0.5171202388212534,True,1,GF_00602,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_00176,50S ribosomal protein L13,rplM,Housekeeping / lineage marker,0.5395587736031057,True,1,GF_02192,Highly Pure,Housekeeping / lineage marker,False,True,False,True,False,False,False
GF_00704,GNAT family N-acetyltransferase,,Other / unassigned,0.5795020912239447,True,6,GF_00204;GF_00212;GF_00259;GF_01863;GF_01873;GF_02164,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00398,NAD(P) transhydrogenase subunit alpha,,Other / unassigned,0.6141411122692193,True,1,GF_00230,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00112,radical SAM protein,,Other / unassigned,0.6210428142200971,True,1,GF_01278,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_01128,type I glutamate--ammonia ligase,glnA,Other / unassigned,0.6610593327230012,True,1,GF_01192,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_01663,biosynthetic-type acetolactate synthase large subunit,ilvB,Other / unassigned,0.6663562954620734,True,1,GF_01655,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00686,sigma-70 family RNA polymerase sigma factor,,Housekeeping / lineage marker,0.6883392961213594,True,2,GF_01243;GF_01758,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_00454,Uma2 family endonuclease,,Other / unassigned,0.6927072812694411,True,1,GF_00397,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00658,50S ribosomal protein L22,rplV,Housekeeping / lineage marker,0.7225591879028628,True,1,GF_01357,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_00209,proline--tRNA ligase,proS,Housekeeping / lineage marker,0.7336710280921743,True,1,GF_01350,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_01245,50S ribosomal protein L2,rplB,Housekeeping / lineage marker,0.8952870243591162,True,1,GF_00893,Highly Pure,Housekeeping / lineage marker,False,True,False,False,False,False,False
GF_01907,DUF3285 domain-containing protein,,Stress / membrane / uncharacterized,0.180736751184125,False,1,GF_01001,Highly Pure,Stress / membrane / uncharacterized,False,True,False,False,False,False,False
GF_00216,carbon-nitrogen hydrolase family protein,,Other / unassigned,0.3293628973816312,False,1,GF_00469,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_00211,phasin family protein,,Other / unassigned,0.4305131959789063,False,1,GF_00366,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_01236,cupin domain-containing protein,,Other / unassigned,0.7082169023684568,False,3,GF_01588;GF_02102;GF_02114,Highly Pure,Other / unassigned,False,True,False,False,False,False,False
GF_02212,DUF3318 domain-containing protein,,Stress / membrane / uncharacterized,0.7440742045684606,False,1,GF_01238,Highly Pure,Stress / membrane / uncharacterized,False,True,False,False,False,False,False
