accession	organism_name	assembly_level	number_of_contigs	contig_n50	number_of_scaffolds	scaffold_n50	total_ungapped_length	gc_percent	coverage	annotation_name	annotation_date	checkm_completeness	checkm_contamination	genome_notes	derived_from_metagenome	annotation_fails_MAG_check	assembly_accession	_is_refseq	_is_complete
GCF_000817325.1	{'infraspecific_names': {'strain': 'UTEX 2973'}, 'organism_name': 'Synechococcus elongatus UTEX 2973', 'tax_id': 1350461}	Complete Genome	3	2690418	3	2690418	2744626	55.5	133.89	GCF_000817325.1-RS_2025_05_13					0	0	GCF_000817325.1	True	True
GCF_003957805.1	{'infraspecific_names': {'strain': 'UTEX 3055'}, 'organism_name': 'Synechococcus elongatus UTEX 3055', 'tax_id': 2479200}	Complete Genome	3	2767524	3	2767524	2881223	55.0	470.0	GCF_003957805.1-RS_2025_04_10					0	0	GCF_003957805.1	True	True
GCF_023115425.1	{'infraspecific_names': {'strain': 'A10-1-5-1'}, 'organism_name': 'Synechococcus sp. A10-1-5-1', 'tax_id': 2936507}	Complete Genome	1	2404104	1	2404104	2404104	62.0	32.61	GCF_023115425.1-RS_2024_08_25					0	0	GCF_023115425.1	True	True
GCF_047716785.1	{'infraspecific_names': {'strain': 'A10-1-5-9'}, 'organism_name': 'Synechococcus sp. A10-1-5-9', 'tax_id': 3392295}	Complete Genome	1	2660754	1	2660754	2660754	57.5	3008.0	GCF_047716785.1-RS_2025_02_13					0	0	GCF_047716785.1	True	True
GCF_014280215.1	{'infraspecific_names': {'strain': 'A15-127'}, 'organism_name': 'Synechococcus sp. A15-127', 'tax_id': 1050624}	Complete Genome	1	2543463	1	2543463	2543463	60.5	3410.33	GCF_014280215.1-RS_2024_08_17					0	0	GCF_014280215.1	True	True
GCF_014280195.1	{'infraspecific_names': {'strain': 'A15-24'}, 'organism_name': 'Synechococcus sp. A15-24', 'tax_id': 1050635}	Complete Genome	1	2305373	1	2305373	2305373	59.5	868.781	GCF_014280195.1-RS_2024_07_01					0	0	GCF_014280195.1	True	True
GCF_014280175.1	{'infraspecific_names': {'strain': 'A15-28'}, 'organism_name': 'Synechococcus sp. A15-28', 'tax_id': 1050638}	Complete Genome	1	2341586	1	2341586	2341586	60.0	2420.88	GCF_014280175.1-RS_2024_07_01					0	0	GCF_014280175.1	True	True
GCF_014280115.1	{'infraspecific_names': {'strain': 'A15-44'}, 'organism_name': 'Synechococcus sp. A15-44', 'tax_id': 1050646}	Complete Genome	1	2621965	1	2621965	2621965	61.0	2222.01	GCF_014280115.1-RS_2024_08_17					0	0	GCF_014280115.1	True	True
GCF_014280095.1	{'infraspecific_names': {'strain': 'A15-60'}, 'organism_name': 'Synechococcus sp. A15-60', 'tax_id': 1050655}	Complete Genome	1	2543402	1	2543402	2543402	58.0	4021.37	GCF_014280095.1-RS_2024_08_16					0	0	GCF_014280095.1	True	True
GCF_014280075.1	{'infraspecific_names': {'strain': 'A15-62'}, 'organism_name': 'Synechococcus sp. A15-62', 'tax_id': 1050657}	Complete Genome	1	2294140	1	2294140	2294140	60.0	4547.41	GCF_014280075.1-RS_2024_08_17					0	0	GCF_014280075.1	True	True
GCF_014280035.1	{'infraspecific_names': {'strain': 'A18-25c'}, 'organism_name': 'Synechococcus sp. A18-25c', 'tax_id': 1866938}	Complete Genome	1	2511360	1	2511360	2511360	58.0	1108.66	GCF_014280035.1-RS_2024_08_17					0	0	GCF_014280035.1	True	True
GCF_014280055.1	{'infraspecific_names': {'strain': 'A18-40'}, 'organism_name': 'Synechococcus sp. A18-40', 'tax_id': 1866939}	Complete Genome	1	2401547	1	2401547	2401547	59.5	832.547	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_014280055.1	True	True
GCF_014280015.1	{'infraspecific_names': {'strain': 'A18-46.1'}, 'organism_name': 'Synechococcus sp. A18-46.1', 'tax_id': 1866940}	Complete Genome	1	2471770	1	2471770	2471770	59.5	1127.01	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_014280015.1	True	True
GCF_014279975.1	{'infraspecific_names': {'strain': 'BIOS-U3-1'}, 'organism_name': 'Synechococcus sp. BIOS-U3-1', 'tax_id': 1400865}	Complete Genome	1	2710834	1	2710834	2710834	55.0	5401.83	GCF_014279975.1-RS_2025_08_18					0	0	GCF_014279975.1	True	True
GCF_014279955.1	{'infraspecific_names': {'strain': 'BMK-MC-1'}, 'organism_name': 'Synechococcus sp. BMK-MC-1', 'tax_id': 1442551}	Complete Genome	1	2601150	1	2601150	2601150	60.5	4647.74	GCF_014279955.1-RS_2024_08_17					0	0	GCF_014279955.1	True	True
GCF_000179235.2	{'infraspecific_names': {'strain': 'CB0101'}, 'organism_name': 'Synechococcus sp. CB0101', 'tax_id': 232348}	Complete Genome	1	2789647	1	2789647	2789647	64.0	40.0	GCF_000179235.2-RS_2024_08_23					0	0	GCF_000179235.2	True	True
GCF_015840915.1	{'infraspecific_names': {'strain': 'CBW1002'}, 'organism_name': 'Synechococcus sp. CBW1002', 'tax_id': 1353134}	Complete Genome	1	3854122	1	3854122	3854122	64.5	17.68	GCF_015840915.1-RS_2024_08_17					0	0	GCF_015840915.1	True	True
GCF_015840715.1	{'infraspecific_names': {'strain': 'CBW1004'}, 'organism_name': 'Synechococcus sp. CBW1004', 'tax_id': 1353136}	Complete Genome	1	3672318	1	3672318	3672318	67.0	47.91	GCF_015840715.1-RS_2024_08_16					0	0	GCF_015840715.1	True	True
GCF_015840525.1	{'infraspecific_names': {'strain': 'CBW1006'}, 'organism_name': 'Synechococcus sp. CBW1006', 'tax_id': 1353138}	Complete Genome	1	3860130	1	3860130	3860130	64.5	34.51	GCF_015840525.1-RS_2024_08_17					0	0	GCF_015840525.1	True	True
GCF_015841355.1	{'infraspecific_names': {'strain': 'CBW1107'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}	Complete Genome	1	3202093	1	3202093	3202093	66.5	10.0	GCF_015841355.1-RS_2024_08_17					0	0	GCF_015841355.1	True	True
GCF_963920465.1	{'infraspecific_names': {'isolate': 'KAC_114'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}	Complete Genome	1	2816659	1	2816659	2816659	63.0	40.0	GCF_963920465.1-RS_2025_02_19					0	0	GCF_963920465.1	True	True
GCF_963920475.1	{'infraspecific_names': {'isolate': 'KAC_105'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}	Complete Genome	1	3210252	1	3210252	3210252	66.0	40.0	GCF_963920475.1-RS_2025_02_19					0	0	GCF_963920475.1	True	True
GCF_963920495.1	{'infraspecific_names': {'isolate': 'KAC_102'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}	Complete Genome	1	3384084	1	3384084	3384084	65.5	40.0	GCF_963920495.1-RS_2025_02_19					0	0	GCF_963920495.1	True	True
GCF_963920505.1	{'infraspecific_names': {'isolate': 'KAC_106'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}	Complete Genome	1	3085273	1	3085273	3085273	66.0	40.0	GCF_963920505.1-RS_2025_02_19					0	0	GCF_963920505.1	True	True
GCF_015840335.1	{'infraspecific_names': {'strain': 'CBW1108'}, 'organism_name': 'Synechococcus sp. CBW1108', 'tax_id': 1353147}	Complete Genome	1	3226220	1	3226220	3226220	63.5	42.53	GCF_015840335.1-RS_2024_08_17					0	0	GCF_015840335.1	True	True
GCF_000014585.1	{'infraspecific_names': {'strain': 'CC9311'}, 'organism_name': 'Synechococcus sp. CC9311', 'tax_id': 64471}	Complete Genome	1	2606748	1	2606748	2606748	52.5		GCF_000014585.1-RS_2024_08_13					0	0	GCF_000014585.1	True	True
GCF_000012625.1	{'infraspecific_names': {'strain': 'CC9605'}, 'organism_name': 'Synechococcus sp. CC9605', 'tax_id': 110662}	Complete Genome	1	2510659	1	2510659	2510659	59.0		GCF_000012625.1-RS_2024_09_15					0	0	GCF_000012625.1	True	True
GCF_000012505.1	{'infraspecific_names': {'strain': 'CC9902'}, 'organism_name': 'Synechococcus sp. CC9902', 'tax_id': 316279}	Complete Genome	1	2234828	1	2234828	2234828	54.0		GCF_000012505.1-RS_2024_08_13					0	0	GCF_000012505.1	True	True
GCF_047302735.1	{'infraspecific_names': {'strain': 'Cu2B8-bc1011'}, 'organism_name': 'Synechococcus sp. Cu2B8-bc1011', 'tax_id': 3093725}	Complete Genome	1	2601836	1	2601836	2601836	53.0	16.0	GCF_047302735.1-RS_2025_01_29					0	0	GCF_047302735.1	True	True
GCF_000013225.1	"{'infraspecific_names': {'strain': ""JA-2-3B'a(2-13)""}, 'organism_name': ""Synechococcus sp. JA-2-3B'a(2-13)"", 'tax_id': 321332}"	Complete Genome	1	3046682	1	3046682	3046682	58.5		GCF_000013225.1-RS_2024_08_13					0	0	GCF_000013225.1	True	True
GCF_000013205.1	{'infraspecific_names': {'strain': 'JA-3-3Ab'}, 'organism_name': 'Synechococcus sp. JA-3-3Ab', 'tax_id': 321327}	Complete Genome	1	2932766	1	2932766	2932766	60.0		GCF_000013205.1-RS_2024_08_13					0	0	GCF_000013205.1	True	True
GCF_000737535.1	{'infraspecific_names': {'strain': 'KORDI 100'}, 'organism_name': 'Synechococcus sp. KORDI-100', 'tax_id': 1280380}	Complete Genome	1	2789000	1	2789000	2789000	57.5	34.0	GCF_000737535.1-RS_2024_08_13					0	0	GCF_000737535.1	True	True
GCF_000737575.1	{'infraspecific_names': {'strain': 'KORDI 49'}, 'organism_name': 'Synechococcus sp. KORDI-49', 'tax_id': 585423}	Complete Genome	1	2585813	1	2585813	2585813	61.5	32.0	GCF_000737575.1-RS_2024_08_22					0	0	GCF_000737575.1	True	True
GCF_000737595.1	{'infraspecific_names': {'strain': 'KORDI 52'}, 'organism_name': 'Synechococcus sp. KORDI-52', 'tax_id': 585425}	Complete Genome	1	2572069	1	2572069	2572069	59.0	41.0	GCF_000737595.1-RS_2024_08_22					0	0	GCF_000737595.1	True	True
GCF_014217875.1	{'infraspecific_names': {'strain': 'LTW-R'}, 'organism_name': 'Synechococcus sp. LTW-R', 'tax_id': 2751170}	Complete Genome	1	2415533	1	2415533	2415533	62.5	127.0	GCF_014217875.1-RS_2024_08_16					0	0	GCF_014217875.1	True	True
GCF_014279895.1	{'infraspecific_names': {'strain': 'M16.1'}, 'organism_name': 'Synechococcus sp. M16.1', 'tax_id': 1442553}	Complete Genome	1	2112236	1	2112236	2112236	61.5	2783.61	GCF_014279895.1-RS_2024_08_17					0	0	GCF_014279895.1	True	True
GCF_040371545.1	{'infraspecific_names': {'strain': 'M16CYN'}, 'organism_name': 'Synechococcus sp. M16CYN', 'tax_id': 3103139}	Complete Genome	2	1940073	2	1940073	1957399	46.5	335.0	GCF_040371545.1-RS_2024_06_28					0	0	GCF_040371545.1	True	True
GCF_014279875.1	{'infraspecific_names': {'strain': 'MEDNS5'}, 'organism_name': 'Synechococcus sp. MEDNS5', 'tax_id': 1442554}	Complete Genome	1	2435869	1	2435869	2435869	59.0	4820.69	GCF_014279875.1-RS_2024_08_17					0	0	GCF_014279875.1	True	True
GCF_014279855.1	{'infraspecific_names': {'strain': 'MINOS11'}, 'organism_name': 'Synechococcus sp. Minos11', 'tax_id': 221341}	Complete Genome	1	2284343	1	2284343	2284343	60.5	8073.59	GCF_014279855.1-RS_2025_08_18					0	0	GCF_014279855.1	True	True
GCF_047303025.1	{'infraspecific_names': {'strain': 'MIT S1220'}, 'organism_name': 'Synechococcus sp. MIT S1220', 'tax_id': 3082549}	Complete Genome	1	3301540	1	3301540	3301540	53.5	173.0	GCF_047303025.1-RS_2025_01_29					0	0	GCF_047303025.1	True	True
GCF_014304815.1	{'infraspecific_names': {'strain': 'MIT S9220'}, 'organism_name': 'Synechococcus sp. MIT S9220', 'tax_id': 166309}	Complete Genome	1	2424175	1	2424175	2424175	56.5	970.013	GCF_014304815.1-RS_2024_08_17					0	0	GCF_014304815.1	True	True
GCF_047304705.1	{'infraspecific_names': {'strain': 'MIT S9220'}, 'organism_name': 'Synechococcus sp. MIT S9220', 'tax_id': 166309}	Complete Genome	1	2424801	1	2424801	2424801	56.5	26.0	GCF_047304705.1-RS_2025_01_31					0	0	GCF_047304705.1	True	True
GCF_047304725.1	{'infraspecific_names': {'strain': 'MIT S9451'}, 'organism_name': 'Synechococcus sp. MIT S9451', 'tax_id': 3082543}	Complete Genome	1	2605724	1	2605724	2605724	58.0	66.0	GCF_047304725.1-RS_2025_01_31					0	0	GCF_047304725.1	True	True
GCF_047304245.1	{'infraspecific_names': {'strain': 'MIT S9452'}, 'organism_name': 'Synechococcus sp. MIT S9452', 'tax_id': 3082546}	Complete Genome	1	2404523	1	2404523	2404523	60.0	50.0	GCF_047304245.1-RS_2025_01_29					0	0	GCF_047304245.1	True	True
GCF_047304545.1	{'infraspecific_names': {'strain': 'MIT S9501'}, 'organism_name': 'Synechococcus sp. MIT S9501', 'tax_id': 3082545}	Complete Genome	1	2798325	1	2798325	2798325	56.0	43.0	GCF_047304545.1-RS_2025_01_31					0	0	GCF_047304545.1	True	True
GCF_047304175.1	{'infraspecific_names': {'strain': 'MIT S9503'}, 'organism_name': 'Synechococcus sp. MIT S9503', 'tax_id': 3082547}	Complete Genome	1	2634970	1	2634970	2634970	57.0	37.0	GCF_047304175.1-RS_2025_01_29					0	0	GCF_047304175.1	True	True
GCF_047497135.1	{'infraspecific_names': {'strain': 'MIT S9504'}, 'organism_name': 'Synechococcus sp. MIT S9504', 'tax_id': 1801628}	Complete Genome	1	3137804	1	3137804	3137804	55.5	16.0	GCF_047497135.1-RS_2025_02_07					0	0	GCF_047497135.1	True	True
GCF_047302775.1	{'infraspecific_names': {'strain': 'S9506'}, 'organism_name': 'Synechococcus sp. MIT S9506', 'tax_id': 3082550}	Complete Genome	1	1627281	1	1627281	1627281	31.0	22.0	GCF_047302775.1-RS_2025_01_29					0	0	GCF_047302775.1	True	True
GCF_047304715.1	{'infraspecific_names': {'strain': 'MIT S9507'}, 'organism_name': 'Synechococcus sp. MIT S9507', 'tax_id': 3082544}	Complete Genome	1	2852717	1	2852717	2852717	56.0	22.0	GCF_047304715.1-RS_2025_01_31					0	0	GCF_047304715.1	True	True
GCF_047303045.1	{'infraspecific_names': {'strain': 'MIT S9508'}, 'organism_name': 'Synechococcus sp. MIT S9508', 'tax_id': 1801629}	Complete Genome	1	2523922	1	2523922	2523922	56.0	26.0	GCF_047303045.1-RS_2025_01_29					0	0	GCF_047303045.1	True	True
GCF_047303035.1	{'infraspecific_names': {'strain': 'MIT S9509'}, 'organism_name': 'Synechococcus sp. MIT S9509', 'tax_id': 1801630}	Complete Genome	1	2793560	1	2793560	2793560	56.0	23.0	GCF_047303035.1-RS_2025_01_29					0	0	GCF_047303035.1	True	True
GCF_047304065.1	{'infraspecific_names': {'strain': 'MIT S9510'}, 'organism_name': 'Synechococcus sp. MIT S9510', 'tax_id': 3082548}	Complete Genome	1	2793565	1	2793565	2793565	56.0	34.0	GCF_047304065.1-RS_2025_01_29					0	0	GCF_047304065.1	True	True
GCF_014279835.1	{'infraspecific_names': {'strain': 'MVIR-18-1'}, 'organism_name': 'Synechococcus sp. MVIR-18-1', 'tax_id': 1386941}	Complete Genome	1	2451974	1	2451974	2451974	53.5	3274.81	GCF_014279835.1-RS_2024_08_17					0	0	GCF_014279835.1	True	True
GCF_023078835.1	{'infraspecific_names': {'strain': 'NB0720_010'}, 'organism_name': 'Synechococcus sp. NB0720_010', 'tax_id': 2907159}	Complete Genome	1	2410448	1	2410448	2410448	63.0	25.0	GCF_023078835.1-RS_2024_08_25					0	0	GCF_023078835.1	True	True
GCF_014279815.1	{'infraspecific_names': {'strain': 'NOUM97013'}, 'organism_name': 'Synechococcus sp. NOUM97013', 'tax_id': 1442555}	Complete Genome	1	2552712	1	2552712	2552712	59.0	7125.9	GCF_014279815.1-RS_2024_08_17					0	0	GCF_014279815.1	True	True
GCF_000316685.1	{'infraspecific_names': {'strain': 'PCC 6312'}, 'organism_name': 'Synechococcus sp. PCC 6312', 'tax_id': 195253}	Complete Genome	2	3697276	2	3697276	3720499	48.5	30.0	GCF_000316685.1-RS_2024_08_22					0	0	GCF_000316685.1	True	True
GCF_000317085.1	{'infraspecific_names': {'strain': 'PCC 7502'}, 'organism_name': 'Synechococcus sp. PCC 7502', 'tax_id': 1173263}	Complete Genome	3	3510253	3	3510253	3583735	40.5	30.0	GCF_000317085.1-RS_2024_08_22					0	0	GCF_000317085.1	True	True
GCF_014279795.1	{'infraspecific_names': {'strain': 'PROS-7-1'}, 'organism_name': 'Synechococcus sp. PROS-7-1', 'tax_id': 1442556}	Complete Genome	1	2565218	1	2565218	2565218	59.5	1817.55	GCF_014279795.1-RS_2024_08_17					0	0	GCF_014279795.1	True	True
GCF_014279775.1	{'infraspecific_names': {'strain': 'PROS-9-1'}, 'organism_name': 'Synechococcus sp. PROS-9-1', 'tax_id': 1968775}	Complete Genome	1	2273940	1	2273940	2273940	54.0	805.47	GCF_014279775.1-RS_2024_08_17					0	0	GCF_014279775.1	True	True
GCF_014279755.1	{'infraspecific_names': {'strain': 'PROS-U-1'}, 'organism_name': 'Synechococcus sp. PROS-U-1', 'tax_id': 1400866}	Complete Genome	1	2576003	1	2576003	2576003	58.5	4348.6	GCF_014279755.1-RS_2024_08_17					0	0	GCF_014279755.1	True	True
GCF_000063525.1	{'organism_name': 'Synechococcus sp. RCC307', 'tax_id': 316278}	Complete Genome	1	2224914	1	2224914	2224914	61.0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_000063525.1	True	True
GCF_014279655.1	{'infraspecific_names': {'strain': 'ROS8604'}, 'organism_name': 'Synechococcus sp. ROS8604', 'tax_id': 1442557}	Complete Genome	1	2876904	1	2876904	2876904	54.0	4672.1	GCF_014279655.1-RS_2024_08_17					0	0	GCF_014279655.1	True	True
GCF_014279635.1	{'infraspecific_names': {'strain': 'RS9902'}, 'organism_name': 'Synechococcus sp. RS9902', 'tax_id': 221345}	Complete Genome	1	2481217	1	2481217	2481217	60.0	4598.4	GCF_014279635.1-RS_2024_08_17					0	0	GCF_014279635.1	True	True
GCF_014279615.1	{'infraspecific_names': {'strain': 'RS9907'}, 'organism_name': 'Synechococcus sp. RS9907', 'tax_id': 221350}	Complete Genome	1	2581635	1	2581635	2581635	60.5	2121.64	GCF_014279615.1-RS_2024_08_17					0	0	GCF_014279615.1	True	True
GCF_014279595.1	{'infraspecific_names': {'strain': 'RS9909'}, 'organism_name': 'Synechococcus sp. RS9909', 'tax_id': 221352}	Complete Genome	1	2603169	1	2603169	2603169	64.5	3547.48	GCF_014279595.1-RS_2024_08_17					0	0	GCF_014279595.1	True	True
GCF_008807075.1	{'infraspecific_names': {'strain': 'RSCCF101'}, 'organism_name': 'Synechococcus sp. RSCCF101', 'tax_id': 2511069}	Complete Genome	1	2984853	1	2984853	2984853	68.0	2500.0	GCF_008807075.1-RS_2024_08_15					0	0	GCF_008807075.1	True	True
GCF_014279555.1	{'infraspecific_names': {'strain': 'SYN20'}, 'organism_name': 'Synechococcus sp. SYN20', 'tax_id': 1050714}	Complete Genome	1	2728628	1	2728628	2728628	53.5	704.383	GCF_014279555.1-RS_2024_08_17					0	0	GCF_014279555.1	True	True
GCF_001885215.1	{'infraspecific_names': {'strain': 'SynAce01'}, 'organism_name': 'Synechococcus sp. SynAce01', 'tax_id': 1916956}	Complete Genome	1	2750634	1	2750634	2750634	64.0	270.0	GCF_001885215.1-RS_2024_05_07					0	0	GCF_001885215.1	True	True
GCF_014279535.1	{'infraspecific_names': {'strain': 'TAK9802'}, 'organism_name': 'Synechococcus sp. TAK9802', 'tax_id': 1442558}	Complete Genome	1	2190394	1	2190394	2190394	61.0	3585.89	GCF_014279535.1-RS_2024_08_17					0	0	GCF_014279535.1	True	True
GCF_047716815.1	{'infraspecific_names': {'strain': 'W2B2'}, 'organism_name': 'Synechococcus sp. W2B2', 'tax_id': 3392296}	Complete Genome	1	2623530	1	2623530	2623530	57.5	635.0	GCF_047716815.1-RS_2025_02_13					0	0	GCF_047716815.1	True	True
GCF_047716805.1	{'infraspecific_names': {'strain': 'W4D4'}, 'organism_name': 'Synechococcus sp. W4D4', 'tax_id': 3392294}	Complete Genome	1	2369322	1	2369322	2369322	62.0	2396.0	GCF_047716805.1-RS_2025_02_13					0	0	GCF_047716805.1	True	True
GCF_047304555.1	{'infraspecific_names': {'strain': 'WH 6501'}, 'organism_name': 'Synechococcus sp. WH 6501', 'tax_id': 166310}	Complete Genome	1	2414443	1	2414443	2414443	56.5	40.0	GCF_047304555.1-RS_2025_01_31					0	0	GCF_047304555.1	True	True
GCF_000063505.1	{'organism_name': 'Synechococcus sp. WH 7803', 'tax_id': 32051}	Complete Genome	1	2366980	1	2366980	2366980	60.0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_000063505.1	True	True
GCF_047302785.1	{'infraspecific_names': {'strain': 'WH 8017'}, 'organism_name': 'Synechococcus sp. WH 8017', 'tax_id': 166321}	Complete Genome	1	2622390	1	2622390	2622390	57.5	18.0	GCF_047302785.1-RS_2025_01_29					0	0	GCF_047302785.1	True	True
GCF_004209775.1	{'infraspecific_names': {'strain': 'WH 8101'}, 'organism_name': 'Synechococcus sp. WH 8101', 'tax_id': 59932}	Complete Genome	1	2630292	1	2630292	2630292	63.5	175.0	GCF_004209775.1-RS_2024_08_23					0	0	GCF_004209775.1	True	True
GCF_014304795.1	{'infraspecific_names': {'strain': 'WH 8101'}, 'organism_name': 'Synechococcus sp. WH 8101', 'tax_id': 59932}	Complete Genome	1	2623023	1	2623023	2623023	63.5	3383.6	GCF_014304795.1-RS_2024_08_17					0	0	GCF_014304795.1	True	True
GCF_001182765.1	{'infraspecific_names': {'isolate': 'WH 8103'}, 'organism_name': 'Synechococcus sp. WH 8103', 'tax_id': 29410}	Complete Genome	1	2429688	1	2429688	2429688	59.5	1100.0	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)					0	0	GCF_001182765.1	True	True
GCF_000161795.2	{'infraspecific_names': {'strain': 'WH 8109'}, 'organism_name': 'Synechococcus sp. WH 8109', 'tax_id': 166314}	Complete Genome	1	2111515	1	2111515	2111515	60.0	9.5	GCF_000161795.2-RS_2024_08_13					0	0	GCF_000161795.2	True	True
GCF_003015225.1	{'infraspecific_names': {'strain': 'IPPAS B-1465'}, 'organism_name': 'Synechocystis sp. IPPAS B-1465', 'tax_id': 2116702}	Complete Genome	7	3574310	7	3574310	3950993	47.5	300.0	GCF_003015225.1-RS_2024_08_14					0	0	GCF_003015225.1	True	True
GCF_040436315.1	{'infraspecific_names': {'strain': 'LKSZ1'}, 'organism_name': 'Synechocystis sp. LKSZ1', 'tax_id': 3144951}	Complete Genome	1	3671396	1	3671396	3671396	50.5	304.0	GCF_040436315.1-RS_2024_07_02					0	0	GCF_040436315.1	True	True
GCF_000478825.2	{'infraspecific_names': {'strain': 'PCC 6714'}, 'organism_name': 'Synechocystis sp. PCC 6714', 'tax_id': 1147}	Complete Genome	4	3485441	4	3485441	3738889	47.5	96.69	GCF_000478825.2-RS_2024_08_13					0	0	GCF_000478825.2	True	True
GCF_000009725.1	{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	5	3573470	5	3573470	3947019	47.5		GCF_000009725.1-RS_2025_06_29					0	0	GCF_000009725.1	True	True
GCF_000270265.1	{'infraspecific_names': {'strain': 'GT-S'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	1	3571103	1	3571103	3571103	47.5	20.0	GCF_000270265.1-RS_2024_08_13					0	0	GCF_000270265.1	True	True
GCF_000340785.1	{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	8	3569561	8	3569561	3949306	47.5		GCF_000340785.1-RS_2024_08_13					0	0	GCF_000340785.1	True	True
GCF_001318385.1	{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-G'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	1	3569196	1	3569196	3569196	47.5		GCF_001318385.1-RS_2025_08_25					0	0	GCF_001318385.1	True	True
GCF_018845095.1	{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	7	3571181	7	3571181	3947544	47.5	1200.0	GCF_018845095.1-RS_2024_08_24					0	0	GCF_018845095.1	True	True
GCF_022869765.1	{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	1	3569929	1	3569929	3569929	47.5	30.0	GCF_022869765.1-RS_2024_07_21					0	0	GCF_022869765.1	True	True
GCF_050408035.1	{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}	Complete Genome	5	3573470	5	3573470	3947019	47.5	100.0	GCF_050408035.1-RS_2025_05_18					0	0	GCF_050408035.1	True	True
GCF_000284135.1	{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-I'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-I', 'tax_id': 1080228}	Complete Genome	1	3570004	1	3570004	3570004	47.5	70.0	GCF_000284135.1-RS_2024_08_13					0	0	GCF_000284135.1	True	True
GCF_046846445.1	{'infraspecific_names': {'isolate': 'DELrpoZ-S3', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}	Complete Genome	1	3569582	1	3569582	3569582	47.5	571.21	GCF_046846445.1-RS_2025_01_22					0	0	GCF_046846445.1	True	True
GCF_046847935.1	{'infraspecific_names': {'isolate': 'DELrpoZ-S2', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}	Complete Genome	1	3569582	1	3569582	3569582	47.5	181.39	GCF_046847935.1-RS_2025_01_22					0	0	GCF_046847935.1	True	True
GCF_046847945.1	{'infraspecific_names': {'isolate': 'DELrpoZ-S1', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}	Complete Genome	1	3569582	1	3569582	3569582	47.5	436.65	GCF_046847945.1-RS_2025_01_22					0	0	GCF_046847945.1	True	True
GCF_046847955.1	{'infraspecific_names': {'isolate': 'DELrpoZ', 'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. GT-T', 'tax_id': 2930568}	Complete Genome	1	3569582	1	3569582	3569582	47.5	305.81	GCF_046847955.1-RS_2025_01_22					0	0	GCF_046847955.1	True	True
GCF_000284215.1	{'infraspecific_names': {'strain': 'PCC 6803 substr. PCC-N'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. PCC-N', 'tax_id': 1080229}	Complete Genome	1	3570103	1	3570103	3570103	47.5	70.0	GCF_000284215.1-RS_2024_08_13					0	0	GCF_000284215.1	True	True
GCF_000284455.1	{'infraspecific_names': {'strain': 'PCC 6803 substr. PCC-P'}, 'organism_name': 'Synechocystis sp. PCC 6803 substr. PCC-P', 'tax_id': 1080230}	Complete Genome	1	3570114	1	3570114	3570114	47.5	70.0	GCF_000284455.1-RS_2024_08_13					0	0	GCF_000284455.1	True	True
GCF_018282115.1	{'infraspecific_names': {'strain': 'PCC 7338'}, 'organism_name': 'Synechocystis sp. PCC 7338', 'tax_id': 2732530}	Complete Genome	4	3704690	4	3704690	3832803	47.5	50.0	GCF_018282115.1-RS_2024_08_25					0	0	GCF_018282115.1	True	True
