assembly_accession,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids
GCF_002949795.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.200e-161,7061466,,40,,nifD-local_aln_i2.1_12182023,1,1,5,0,3.200e-244,Complete Genome,,41.5,7339908,"{'infraspecific_names': {'strain': '5183'}, 'organism_name': ""Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'"", 'tax_id': 1618022}",1,,5,7061466,0,1.100e-238,GCF_002949795.1-RS_2025_08_25,H=WP_104908627.1;D=WP_104908626.1;K=WP_104908606.1
GCF_002949735.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.300e-163,8214648,,100,,nifD-local_aln_i2.1_12182023,1,1,11,0,3.400e-245,Complete Genome,,41.5,8898590,"{'infraspecific_names': {'strain': 'N6'}, 'organism_name': ""Nostoc sp. 'Peltigera membranacea cyanobiont' N6"", 'tax_id': 1261031}",1,,11,8214648,0,3.600e-102,GCF_002949735.1-RS_2025_08_25,H=WP_094327394.1;D=WP_094327487.1;K=WP_094327420.1
GCF_000981785.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.700e-54,4294213,,123,,nifD-local_aln_i2.1_12182023,1,1,2,0,8.300e-04,Complete Genome,,43,4301200,"{'infraspecific_names': {'strain': 'NIES-2549'}, 'organism_name': 'Microcystis aeruginosa NIES-2549', 'tax_id': 1641812}",0,,2,4294213,0,9.400e-10,GCF_000981785.2-RS_2025_03_11,H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1
GCF_001704955.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.700e-54,4293006,,114,,nifD-local_aln_i2.1_12182023,1,1,2,0,8.300e-04,Complete Genome,,43,4440545,"{'infraspecific_names': {'strain': 'NIES-2481'}, 'organism_name': 'Microcystis aeruginosa NIES-2481', 'tax_id': 1698524}",0,,2,4293006,0,9.400e-10,GCF_001704955.2-RS_2025_05_20,H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1
GCF_002896875.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.600e-52,6990729,,170,,nifD-local_aln_i2.1_12182023,1,1,6,0,9.000e-259,Complete Genome,,41,7207640,"{'infraspecific_names': {'strain': 'CENA543'}, 'organism_name': 'Nostoc sp. CENA543', 'tax_id': 1869241}",1,,6,6990729,0,3.700e-240,GCF_002896875.1-RS_2024_09_15,H=WP_067771601.1;D=WP_103135381.1;K=WP_103135399.1
GCF_002813895.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.100e-52,3155247,,59,,nifD-local_aln_i2.1_12182023,1,1,3,0,1.800e-06,Complete Genome,,37.5,3296945,"{'infraspecific_names': {'isolate': 'HL-69'}, 'organism_name': 'Cyanobacterium sp. HL-69', 'tax_id': 2054282}",1,,3,3155247,0,1.000e-12,GCF_002813895.1-RS_2025_09_29,H=WP_446683015.1;D=WP_446682883.1;K=WP_446682883.1
GCF_002813575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,9.800e-163,8363872,,228,,nifD-local_aln_i2.1_12182023,1,1,9,0,2.900e-245,Complete Genome,,42,10231233,"{'infraspecific_names': {'strain': 'CCNUN1'}, 'organism_name': 'Nostoc flagelliforme CCNUN1', 'tax_id': 2038116}",1,,9,8363872,0,7.100e-103,GCF_002813575.1-RS_2025_11_23,H=WP_100900502.1;D=WP_100900530.1;K=WP_100900528.1
GCF_002754935.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.000e-52,2659739,,920,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.100e-07,Complete Genome,,53.5,2659739,"{'infraspecific_names': {'strain': 'PCC 6715'}, 'organism_name': 'Parathermosynechococcus lividus PCC 6715', 'tax_id': 1917166}",1,,1,2659739,0,5.800e-11,GCF_002754935.1-RS_2025_12_04,H=WP_099798749.1;D=WP_099799585.1;K=WP_099799585.1
GCF_002368455.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.700e-161,11064963,,57,,nifD-local_aln_i2.1_12182023,1,1,9,0,1.800e-79,Complete Genome,,39,12049274,"{'infraspecific_names': {'strain': 'NIES-4071'}, 'organism_name': 'Calothrix sp. NIES-4071', 'tax_id': 2005469}",1,,9,11064963,0,4.900e-259,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_096684461.1;D=WP_096687809.1;K=WP_096687792.1
GCF_002368395.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.600e-164,5985875,,109,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.700e-80,Complete Genome,,41.5,5985875,"{'infraspecific_names': {'strain': 'NIES-3974'}, 'organism_name': 'Calothrix sp. NIES-3974', 'tax_id': 2005462}",1,,1,5985875,0,4.000e-240,GCF_002368395.1-RS_2025_08_25,H=WP_096622974.1;D=WP_096622976.1;K=WP_096623034.1
GCF_002368355.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.200e-53,4516676,,85,,nifD-local_aln_i2.1_12182023,1,1,7,0,4.000e-05,Complete Genome,,36.5,5002520,"{'infraspecific_names': {'strain': 'NIES-4102'}, 'organism_name': 'Chondrocystis sp. NIES-4102', 'tax_id': 2005460}",0,,7,4516676,0,7.800e-14,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_096723601.1;D=WP_096722023.1;K=WP_096722023.1
GCF_002368255.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.400e-162,6255463,,59,,nifD-local_aln_i2.1_12182023,1,1,4,0,4.500e-246,Complete Genome,,47,7233668,"{'infraspecific_names': {'strain': 'NIES-2135'}, 'organism_name': 'Leptolyngbya boryana NIES-2135', 'tax_id': 1973484}",1,,4,6255463,0,1.100e-253,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1
GCF_002368175.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.100e-163,8656060,,93,,nifD-local_aln_i2.1_12182023,1,1,2,0,1.400e-244,Complete Genome,,41,8878628,"{'infraspecific_names': {'strain': 'NIES-2098'}, 'organism_name': 'Calothrix sp. NIES-2098', 'tax_id': 1954171}",1,,2,8656060,0,4.200e-260,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_096589796.1;D=WP_096589795.1;K=WP_096590558.1
GCF_002356215.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.300e-52,2836539,,173,,nifD-local_aln_i2.1_12182023,1,1,5,0,2.200e-06,Complete Genome,,49.5,3123859,"{'infraspecific_names': {'strain': 'NIES-970'}, 'organism_name': '[Synechococcus] sp. NIES-970', 'tax_id': 1827144}",1,,5,2836539,0,3.000e-11,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_096418925.1;D=WP_096417766.1;K=WP_096417766.1
GCF_002355455.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.900e-53,5319768,,50,,nifD-local_aln_i2.1_12182023,1,1,2,0,2.800e-08,Complete Genome,,36.5,5463308,"{'infraspecific_names': {'strain': 'NIES-3757'}, 'organism_name': 'Stanieria sp. NIES-3757', 'tax_id': 1807358}",1,,2,5319768,0,1.200e-13,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_096387679.1;D=WP_096386588.1;K=WP_096386588.1
GCF_002075285.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.100e-50,5574084,,45,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.800e-08,Complete Genome,,54.5,5574084,"{'infraspecific_names': {'strain': 'C2206'}, 'organism_name': 'Halomicronema hongdechloris C2206', 'tax_id': 1641165}",1,,1,5574084,0,1.900e-07,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_080806467.1;D=WP_080806499.1;K=WP_080806499.1
GCF_002163975.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.400e-163,7846907,,1140,,nifD-local_aln_i2.1_12182023,1,1,3,0,6.200e-249,Complete Genome,,42.5,7899568,"{'infraspecific_names': {'strain': 'HT-58-2'}, 'organism_name': 'Nostocales cyanobacterium HT-58-2', 'tax_id': 1940762}",1,,3,7846907,0,2.100e-239,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_087541936.1;D=WP_087541935.1;K=WP_087541890.1
GCF_900088535.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.500e-53,3021545,,220,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.000e-03,Complete Genome,,68.5,3021545,"{'infraspecific_names': {'strain': 'NIES-981'}, 'organism_name': 'Cyanobium sp. NIES-981', 'tax_id': 1851505}",0,,1,3021545,0,1.800e-01,GCF_900088535.1-RS_2024_08_13,H=WP_087067474.1;D=WP_087067473.1;K=WP_087067473.1
GCF_002142495.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.400e-162,6176365,,24,,nifD-local_aln_i2.1_12182023,1,1,4,0,4.500e-246,Complete Genome,,47,6803469,"{'infraspecific_names': {'strain': 'dg5'}, 'organism_name': 'Leptolyngbya boryana dg5', 'tax_id': 1260963}",1,,4,6176365,0,1.100e-253,GCF_002142495.1-RS_2025_12_03,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1
GCF_002142475.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.400e-162,6176364,,24,,nifD-local_aln_i2.1_12182023,1,1,4,0,4.500e-246,Complete Genome,,47,6803468,"{'infraspecific_names': {'strain': 'IAM M-101'}, 'organism_name': 'Leptolyngbya boryana IAM M-101', 'tax_id': 411966}",1,,4,6176364,0,1.100e-253,GCF_002142475.1-RS_2025_12_03,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1
GCF_002095975.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.200e-54,5139339,,121.62,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-03,Complete Genome,,42,5139339,"{'infraspecific_names': {'strain': 'PCC 7806SL'}, 'organism_name': 'Microcystis aeruginosa PCC 7806SL', 'tax_id': 1903187}",0,,1,5139339,0,1.100e-09,GCF_002095975.1-RS_2025_03_23,H=WP_002735653.1;D=WP_002746000.1;K=WP_002746000.1
GCF_001885215.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,6.300e-52,2750634,,270,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.300e-04,Complete Genome,,64,2750634,"{'infraspecific_names': {'strain': 'SynAce01'}, 'organism_name': 'Synechococcus sp. SynAce01', 'tax_id': 1916956}",0,,1,2750634,0,4.800e-03,GCF_001885215.1-RS_2024_05_07,H=WP_071801776.1;D=WP_071801777.1;K=WP_071801777.1
GCF_001767235.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.500e-51,9673108,,98,,nifD-local_aln_i2.1_12182023,1,1,2,0,2.800e-05,Complete Genome,,43.5,9708656,"{'infraspecific_names': {'strain': 'PAL-8-15-08-1'}, 'organism_name': 'Moorena producens PAL-8-15-08-1', 'tax_id': 1458985}",0,,2,9673108,0,1.300e-13,GCF_001767235.1-RS_2025_03_09,H=WP_070391049.1;D=WP_070391051.1;K=WP_070391051.1
GCF_001704955.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.700e-54,4293006,,114,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.300e-04,Complete Genome,,43,4293006,"{'infraspecific_names': {'strain': 'NIES-2481'}, 'organism_name': 'Microcystis aeruginosa NIES-2481', 'tax_id': 1698524}",0,,1,4293006,0,9.400e-10,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_046662683.1;D=WP_046662557.1;K=WP_046662557.1
GCF_001693295.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.900e-52,3059495,,20,,nifD-local_aln_i2.1_12182023,1,1,7,0,7.700e-06,Complete Genome,,49.5,3304088,"{'infraspecific_names': {'strain': 'PCC 8807'}, 'organism_name': 'Picosynechococcus sp. PCC 8807', 'tax_id': 195248}",1,,7,3059495,0,3.600e-12,GCF_001693295.1-RS_2024_11_06,H=WP_012307943.1;D=WP_012307265.1;K=WP_012307265.1
GCF_001693275.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.900e-52,3087720,,20,,nifD-local_aln_i2.1_12182023,1,1,6,0,7.800e-06,Complete Genome,,49,3432101,"{'infraspecific_names': {'strain': 'PCC 7117'}, 'organism_name': 'Picosynechococcus sp. PCC 7117', 'tax_id': 195498}",1,,6,3087720,0,2.400e-12,GCF_001693275.1-RS_2024_11_06,H=WP_012307943.1;D=WP_065710803.1;K=WP_065710803.1
GCF_001693255.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.900e-52,3057091,,20,,nifD-local_aln_i2.1_12182023,1,1,3,0,4.400e-06,Complete Genome,,49.5,3345085,"{'infraspecific_names': {'strain': 'PCC 7003'}, 'organism_name': 'Picosynechococcus sp. PCC 7003', 'tax_id': 374981}",1,,3,3057091,0,1.300e-12,GCF_001693255.1-RS_2024_11_06,H=WP_012307943.1;D=WP_065714099.1;K=WP_065714099.1
GCF_001548455.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-163,5821603,,110,,nifD-local_aln_i2.1_12182023,1,1,3,0,5.800e-255,Complete Genome,,41,5826863,"{'infraspecific_names': {'strain': 'NIES-3754'}, 'organism_name': 'Fischerella sp. NIES-3754', 'tax_id': 1752063}",1,,3,5821603,0,2.500e-256,GCF_001548455.1-RS_2025_08_25,H=WP_172451471.1;D=WP_009459215.1;K=WP_009459214.1
GCF_001548435.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.300e-54,6244812,,51,,nifD-local_aln_i2.1_12182023,1,1,4,0,1.700e-08,Complete Genome,,46.5,6761657,"{'infraspecific_names': {'strain': 'NIES-3755'}, 'organism_name': 'Leptolyngbya sp. NIES-3755', 'tax_id': 1752064}",1,,4,6244812,0,4.600e-11,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_068393180.1;D=WP_068378706.1;K=WP_068378706.1
GCF_001548395.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.200e-161,5480261,,25,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.500e-233,Complete Genome,,56,5480261,"{'infraspecific_names': {'strain': 'O-77'}, 'organism_name': 'Leptolyngbya sp. O-77', 'tax_id': 1080068}",1,,1,5480261,0,6.100e-252,GCF_001548395.1-RS_2025_01_08,H=WP_068515290.1;D=WP_068515287.1;K=WP_068515285.1
GCF_001548375.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.500e-164,6463965,,60,,nifD-local_aln_i2.1_12182023,1,1,3,0,1.700e-258,Complete Genome,,40.5,6987571,"{'infraspecific_names': {'strain': 'NIES-3756'}, 'organism_name': 'Nostoc sp. NIES-3756', 'tax_id': 1751286}",1,,3,6463965,0,3.400e-241,GCF_001548375.1-RS_2025_09_14,H=WP_067766985.1;D=WP_067766988.1;K=WP_067766943.1
GCF_001548115.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,8.100e-51,4150181,,81,,nifD-local_aln_i2.1_12182023,1,1,12,0,5.600e-08,Complete Genome,,33.5,4426059,"{'infraspecific_names': {'strain': 'NIES-3709'}, 'organism_name': 'Geminocystis sp. NIES-3709', 'tax_id': 1617448}",1,,12,4150181,0,1.200e-09,GCF_001548115.1-RS_2024_11_06,H=WP_066116355.1;D=WP_066117381.1;K=WP_066117381.1
GCF_001548095.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.700e-50,3883409,,160,,nifD-local_aln_i2.1_12182023,1,1,6,0,5.900e-08,Complete Genome,,32.5,4042078,"{'infraspecific_names': {'strain': 'NIES-3708'}, 'organism_name': 'Geminocystis sp. NIES-3708', 'tax_id': 1615909}",1,,6,3883409,0,2.400e-11,GCF_001548095.1-RS_2024_11_05,H=WP_066348562.1;D=WP_066343179.1;K=WP_066343179.1
GCF_001521855.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.900e-52,3025472,,20,,nifD-local_aln_i2.1_12182023,1,1,6,0,7.700e-06,Complete Genome,,49.5,3298676,"{'infraspecific_names': {'strain': 'PCC 73109'}, 'organism_name': 'Picosynechococcus sp. PCC 73109', 'tax_id': 374982}",1,,6,3025472,0,3.600e-12,GCF_001521855.1-RS_2024_11_05,H=WP_012307943.1;D=WP_012307265.1;K=WP_012307265.1
GCF_000340785.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.200e-52,3569561,,,,nifD-local_aln_i2.1_12182023,1,1,8,0,7.200e-05,Complete Genome,,47.5,3949306,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0,,8,3569561,0,1.000e-11,GCF_000340785.1-RS_2024_08_13,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1
GCF_000317695.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.100e-162,6395836,,30,,nifD-local_aln_i2.1_12182023,1,1,7,0,6.700e-249,Complete Genome,,39,7063285,"{'infraspecific_names': {'strain': 'PCC 7122'}, 'organism_name': 'Anabaena cylindrica PCC 7122', 'tax_id': 272123}",1,,7,6395836,0,4.800e-100,GCF_000317695.1-RS_2025_04_26,H=WP_015215476.1;D=WP_015214314.1;K=WP_015214312.1
GCF_000317575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.200e-53,5041209,,30,,nifD-local_aln_i2.1_12182023,1,1,6,0,3.600e-07,Complete Genome,,36,5544990,"{'infraspecific_names': {'strain': 'PCC 7437'}, 'organism_name': 'Stanieria cyanosphaera PCC 7437', 'tax_id': 111780}",1,,6,5041209,0,2.100e-13,GCF_000317575.1-RS_2025_12_09,H=WP_041620182.1;D=WP_015194304.1;K=WP_015194304.1
GCF_000317555.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.700e-52,5431448,,30,,nifD-local_aln_i2.1_12182023,1,1,5,0,6.600e-08,Complete Genome,,43.5,5882710,"{'infraspecific_names': {'strain': 'PCC 7428'}, 'organism_name': 'Gloeocapsa sp. PCC 7428', 'tax_id': 1173026}",1,,5,5431448,0,1.000e-14,GCF_000317555.1-RS_2024_08_13,H=WP_015187799.1;D=WP_015188044.1;K=WP_015188044.1
GCF_000317105.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,6.300e-52,7689443,,30,,nifD-local_aln_i2.1_12182023,1,1,3,0,1.000e-04,Complete Genome,,47.5,7804270,"{'infraspecific_names': {'strain': 'PCC 6304'}, 'organism_name': 'Oxynema acuminatum PCC 6304', 'tax_id': 56110}",0,,3,7689443,0,1.900e-12,GCF_000317105.1-RS_2025_06_07,H=WP_015146613.1;D=WP_015150894.1;K=WP_015150894.1
GCF_000317125.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-163,6315792,,30,,nifD-local_aln_i2.1_12182023,1,1,3,0,4.000e-249,Complete Genome,,44.5,6689401,"{'infraspecific_names': {'strain': 'PCC 7203'}, 'organism_name': 'Chroococcidiopsis thermalis PCC 7203', 'tax_id': 251229}",1,,3,6315792,0,3.600e-255,GCF_000317125.1-RS_2025_05_02,H=WP_015156515.1;D=WP_015156514.1;K=WP_015156513.1
GCF_000317025.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.300e-161,4986817,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.100e-244,Complete Genome,,45,4986817,"{'infraspecific_names': {'strain': 'PCC 7327'}, 'organism_name': 'Pleurocapsa sp. PCC 7327', 'tax_id': 118163}",1,,1,4986817,0,1.700e-259,GCF_000317025.1-RS_2024_08_22,H=WP_371265304.1;D=WP_015145032.1;K=WP_015145033.1
GCF_000317085.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.900e-52,3510253,,30,,nifD-local_aln_i2.1_12182023,1,1,3,0,6.500e-07,Complete Genome,,40.5,3583735,"{'infraspecific_names': {'strain': 'PCC 7502'}, 'organism_name': 'Synechococcus sp. PCC 7502', 'tax_id': 1173263}",1,,3,3510253,0,1.700e-11,GCF_000317085.1-RS_2024_08_22,H=WP_015169021.1;D=WP_015167061.1;K=WP_015167061.1
GCF_000317045.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,2.300e-51,4681111,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.900e-03,Complete Genome,,58.5,4681111,"{'infraspecific_names': {'strain': 'PCC 7407'}, 'organism_name': 'Geitlerinema sp. PCC 7407', 'tax_id': 1173025}",0,,1,4681111,0,2.900e-12,GCF_000317045.1-RS_2024_11_05,H=WP_015170753.1;D=WP_015173835.1;K=WP_015173835.1
GCF_000317065.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,4.600e-51,4557046,,30,,nifD-local_aln_i2.1_12182023,1,1,2,0,5.100e-05,Complete Genome,,46,4885680,"{'infraspecific_names': {'strain': 'PCC 7367'}, 'organism_name': 'Thalassoporum mexicanum PCC 7367', 'tax_id': 82654}",0,,2,4557046,0,1.600e-10,GCF_000317065.1-RS_2025_02_01,H=WP_015163679.1;D=WP_015164943.1;K=WP_015164943.1
GCF_001318385.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.200e-52,3569196,,,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.200e-05,Complete Genome,,47.5,3569196,"{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-G'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0,,1,3569196,0,1.000e-11,GCF_001318385.1-RS_2025_08_25,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1
GCF_000317615.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.100e-50,3781008,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.600e-08,Complete Genome,,42.5,3781008,"{'infraspecific_names': {'strain': 'PCC 8305'}, 'organism_name': 'Dactylococcopsis salina PCC 8305', 'tax_id': 13035}",1,,1,3781008,0,1.300e-13,GCF_000317615.1-RS_2025_12_13,H=WP_015228895.1;D=WP_015229485.1;K=WP_015229485.1
GCF_000317635.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.000e-160,4179170,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.300e-229,Complete Genome,,43,4179170,"{'infraspecific_names': {'strain': 'PCC 7418'}, 'organism_name': 'Halothece sp. PCC 7418', 'tax_id': 65093}",1,,1,4179170,0,2.000e-249,GCF_000317635.1-RS_2024_11_05,H=WP_015225829.1;D=WP_015225830.1;K=WP_216086731.1
GCF_000317655.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.200e-52,3163381,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.200e-06,Complete Genome,,38.5,3163381,"{'infraspecific_names': {'strain': 'PCC 7202'}, 'organism_name': 'Cyanobacterium stanieri PCC 7202', 'tax_id': 292563}",1,,1,3163381,0,3.800e-13,,H=WP_015222314.1;D=WP_015221912.1;K=WP_015221912.1
GCF_000317675.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-51,4114099,,30,,nifD-local_aln_i2.1_12182023,1,1,2,0,8.100e-06,Complete Genome,,35,4176973,"{'infraspecific_names': {'strain': 'PCC 10605'}, 'organism_name': 'Cyanobacterium aponinum PCC 10605', 'tax_id': 755178}",1,,2,4114099,0,2.000e-14,GCF_000317675.1-RS_2025_08_19,H=WP_015219581.1;D=WP_015219326.1;K=WP_015219326.1
GCF_000317515.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.400e-162,7470429,,30,,nifD-local_aln_i2.1_12182023,1,1,9,0,4.400e-246,Complete Genome,,46,7966510,"{'infraspecific_names': {'strain': 'PCC 7113'}, 'organism_name': 'Allocoleopsis franciscana PCC 7113', 'tax_id': 1173027}",1,,9,7470429,0,1.100e-257,GCF_000317515.1-RS_2025_11_20,H=WP_015181338.1;D=WP_015181337.1;K=WP_015181336.1
GCF_000317495.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.600e-52,5315554,,30,,nifD-local_aln_i2.1_12182023,1,1,9,0,6.300e-06,Complete Genome,,40,5620407,"{'infraspecific_names': {'strain': 'PCC 9333'}, 'organism_name': 'Crinalium epipsammum PCC 9333', 'tax_id': 1173022}",1,,9,5315554,0,3.300e-14,GCF_000317495.1-RS_2025_11_20,H=WP_015204277.1;D=WP_015205494.1;K=WP_015205494.1
GCF_000317435.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.600e-52,6767834,,30,,nifD-local_aln_i2.1_12182023,1,1,4,0,2.300e-249,Complete Genome,,40,6960392,"{'infraspecific_names': {'strain': 'PCC 6303'}, 'organism_name': 'Calothrix sp. PCC 6303', 'tax_id': 1170562}",1,,4,6767834,0,8.500e-238,GCF_000317435.1-RS_2025_02_14,H=WP_015199079.1;D=WP_015195999.1;K=WP_015195987.1
GCF_000317475.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,6.600e-52,7479014,,30,,nifD-local_aln_i2.1_12182023,1,1,6,0,4.600e-04,Complete Genome,,46,8272254,"{'infraspecific_names': {'strain': 'PCC 7112'}, 'organism_name': 'Phormidium nigroviride PCC 7112', 'tax_id': 179408}",0,,6,7479014,0,9.500e-13,GCF_000317475.1-RS_2025_09_21,H=WP_015178522.1;D=WP_015178564.1;K=WP_015178564.1
GCF_000316605.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,9.200e-52,5125950,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,9.600e-07,Complete Genome,,44,5125950,"{'infraspecific_names': {'strain': 'PCC 7376'}, 'organism_name': '[Leptolyngbya] sp. PCC 7376', 'tax_id': 111781}",1,,1,5125950,0,1.000e-12,GCF_000316605.1-RS_2024_11_05,H=WP_015132502.1;D=WP_015135124.1;K=WP_015135124.1
